발생년월일,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_2당_대분류,경도,위도,발생지,사고피해정도,사고차량타입,도시여부,주말/공휴일,인구수,발생지번호
2019-01-20,야간,일,1,5,2,0,0,경기,광주시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,특수차,127.2486,37.4009,경기광주시,1,승용차특수차,0,1,0,9
2019-01-20,주간,일,1,11,1,4,0,인천,중구,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승합차,126.4944,37.493,인천중구,1,승용차승합차,0,1,0,72
2019-01-20,야간,일,1,15,1,6,0,경남,함양군,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,127.7375,35.5341,경남함양군,1,승용차화물차,0,1,0,108
2019-01-25,야간,금,1,7,1,2,0,대구,달성군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,128.4411,35.6506,대구달성군,1,승용차화물차,0,0,0,30
2019-01-25,야간,금,1,5,2,0,0,전북,익산시,차대차,정면충돌,과속,단일로,기타단일로,승용차,승용차,127.0852,36.0561,전북익산시,1,승용차승용차,0,0,0,125
2019-01-26,야간,토,2,4,1,0,0,강원,원주시,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,127.9119,37.3615,강원원주시,1,승용차승용차,0,1,0,36
2019-02-03,야간,일,1,7,3,0,0,경북,봉화군,차대차,기타,중앙선 침범,단일로,기타단일로,승용차,승합차,128.7597,36.8664,경북봉화군,1,승용차승합차,0,1,0,149
2019-02-03,주간,일,1,5,2,0,0,서울,영등포구,차대차,기타,신호위반,단일로,기타단일로,승용차,승용차,126.898,37.5052,서울영등포구,1,승용차승용차,0,1,0,150
2019-02-03,주간,일,1,9,0,4,0,경기,안양시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,126.9272,37.4025,경기안양시,1,승용차승용차,0,1,0,151
2019-02-04,야간,월,2,6,2,0,0,전북,임실군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,127.3435,35.5586,전북임실군,1,승용차승용차,0,1,0,152
2019-02-09,야간,토,1,7,1,2,0,인천,남동구,차대차,정면충돌,신호위반,교차로,교차로내,이륜차,승용차,126.7339,37.4484,인천남동구,1,이륜차승용차,0,1,0,29
2019-02-10,주간,일,1,5,2,0,0,대전,중구,차대사람,보도통행중,중앙선 침범,단일로,기타단일로,승용차,보행자,127.4308,36.3204,대전중구,1,승용차보행자,0,1,0,39
2019-02-11,주간,월,2,8,2,1,0,전남,구례군,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,127.442,35.2392,전남구례군,1,승용차없음,0,0,0,161
2019-02-12,야간,화,1,5,2,0,0,경기,용인시,차대차,측면충돌,신호위반,교차로,교차로내,승용차,화물차,127.2129,37.262,경기용인시,1,승용차화물차,0,0,0,51
2019-02-13,주간,수,2,4,0,1,0,충남,당진시,차대차,측면충돌,기타,교차로,교차로내,승용차,건설기계,126.5631,37.0046,충남당진시,1,승용차건설기계,0,0,0,46
2019-02-15,주간,금,1,9,1,3,0,경기,화성시,차량단독,전도,과속,단일로,기타단일로,승합차,없음,126.8051,37.2768,경기화성시,1,승합차없음,0,0,0,50
2019-02-15,주간,금,1,5,2,0,0,강원,양양군,차량단독,공작물충돌,안전운전 의무 불이행,기타,기타,승용차,없음,128.6212,38.1319,강원양양군,1,승용차없음,0,0,0,164
2019-02-16,주간,토,1,9,0,4,0,경북,경산시,차대차,정면충돌,신호위반,교차로,교차로내,화물차,승용차,128.7331,35.8415,경북경산시,1,화물차승용차,0,1,0,52
2019-02-17,야간,일,1,5,2,0,0,경북,성주군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,128.274,35.928,경북성주군,1,승용차승용차,0,1,0,168
2019-02-21,주간,목,1,5,2,0,0,강원,춘천시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,127.7567,37.8356,강원춘천시,1,승용차승용차,0,0,0,111
2019-02-23,주간,토,1,9,1,3,0,강원,춘천시,차대차,정면충돌,중앙선 침범,단일로,터널안,승용차,승용차,127.8554,38.0342,강원춘천시,1,승용차승용차,0,1,0,111
2019-02-23,야간,토,1,7,2,1,0,광주,북구,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,화물차,126.9017,35.2148,광주북구,1,승용차화물차,0,1,0,137
2019-02-23,야간,토,1,7,2,1,0,전남,신안군,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,126.045,34.8855,전남신안군,1,화물차보행자,0,1,0,132
2019-02-25,주간,월,1,5,2,0,0,경기,남양주시,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,화물차,127.2464,37.6464,경기남양주시,1,승합차화물차,0,0,0,70
2019-02-26,주간,화,1,11,4,1,0,경북,안동시,차대차,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,128.6849,36.5652,경북안동시,1,승용차승용차,0,0,0,66
2019-03-01,주간,금,1,13,2,4,0,충남,천안시,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,127.1521,36.6754,충남천안시,1,승용차승용차,0,1,0,63
2019-03-05,주간,화,2,12,1,4,0,강원,철원군,차대차,측면충돌,중앙선 침범,단일로,기타단일로,화물차,승용차,127.3975,38.1667,강원철원군,1,화물차승용차,0,0,0,184
2019-03-05,야간,화,1,7,0,3,0,전북,부안군,차대차,추돌,과속,단일로,기타단일로,승용차,농기계,126.6909,35.6953,전북부안군,1,승용차농기계,0,0,0,185
2019-03-08,주간,금,1,7,3,0,0,충남,천안시,차대차,기타,과속,교차로,교차로부근,화물차,자전거,127.1382,36.8335,충남천안시,1,화물차자전거,0,0,0,63
2019-03-08,주간,금,1,5,2,0,0,전남,장흥군,차량단독,전도,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,126.9326,34.5098,전남장흥군,1,승용차없음,0,0,0,56
2019-03-12,주간,화,1,9,1,3,0,전북,진안군,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,127.43,35.7925,전북진안군,1,승용차승용차,0,0,0,192
2019-03-13,주간,수,1,7,0,3,0,전북,익산시,차대차,정면충돌,신호위반,교차로,교차로내,승용차,승용차,126.971,35.9582,전북익산시,1,승용차승용차,0,0,0,125
2019-03-14,야간,목,3,3,0,0,0,경기,평택시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,126.9381,37.0316,경기평택시,1,승용차승용차,0,0,0,14
2019-03-17,주간,일,1,5,2,0,0,강원,정선군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,128.6707,37.411,강원정선군,1,승용차승용차,0,1,0,198
2019-03-22,야간,금,1,5,2,0,0,충북,영동군,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,127.8894,36.2172,충북영동군,1,승용차승용차,0,0,0,75
2019-03-25,야간,월,1,11,1,4,0,대구,달성군,차대차,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,128.4466,35.6816,대구달성군,1,승용차승용차,0,0,0,30
2019-03-28,야간,목,1,10,4,0,1,경남,창원시(통합),차대사람,보도통행중,신호위반,교차로,교차로내,승용차,보행자,128.6081,35.2578,경남창원시(통합),1,승용차보행자,0,0,0,86
2019-03-29,주간,금,1,9,1,2,2,경북,구미시,차대차,기타,중앙선 침범,단일로,기타단일로,승용차,승용차,128.3188,36.0975,경북구미시,1,승용차승용차,0,0,0,144
2019-03-29,야간,금,1,14,1,4,3,경기,용인시,차대차,기타,신호위반,단일로,기타단일로,승용차,승합차,127.1025,37.3137,경기용인시,1,승용차승합차,0,0,0,51
2019-03-30,주간,토,1,9,3,1,0,경북,경주시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,129.2538,35.8444,경북경주시,1,승용차승용차,0,1,0,100
2019-03-30,주간,토,1,7,1,2,0,제주,제주시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,126.3268,33.4426,제주제주시,1,화물차화물차,0,1,0,90
2019-03-30,주간,토,1,11,0,5,0,경기,안성시,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,승합차,127.1542,36.994,경기안성시,1,화물차승합차,0,1,0,23
2019-03-31,야간,일,1,7,3,0,0,충남,서산시,차대차,추돌,안전운전 의무 불이행,교차로,교차로내,승용차,화물차,126.4401,36.8195,충남서산시,1,승용차화물차,0,1,0,69
2019-04-01,주간,월,1,5,2,0,0,부산,강서구,차대차,측면충돌,신호위반,교차로,교차로내,화물차,화물차,128.8268,35.0987,부산강서구,1,화물차화물차,0,0,0,206
2019-04-05,야간,금,1,7,2,1,0,경기,남양주시,차대차,추돌,안전운전 의무 불이행,교차로,교차로내,화물차,승용차,127.1339,37.668,경기남양주시,1,화물차승용차,0,0,0,70
2019-04-06,야간,토,1,7,2,1,0,울산,북구,차대차,기타,기타,교차로,교차로내,승용차,승용차,129.3549,35.6021,울산북구,1,승용차승용차,0,1,0,158
2019-04-08,주간,월,1,9,0,4,0,경북,영덕군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,129.4041,36.5264,경북영덕군,1,승용차화물차,0,0,0,54
2019-04-09,야간,화,1,9,2,2,0,충북,단양군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,128.4057,36.9114,충북단양군,1,화물차승용차,0,0,0,204
2019-04-12,주간,금,1,9,3,1,0,전남,나주시,차대차,측면충돌,안전거리 미확보,단일로,기타단일로,승용차,화물차,126.6839,34.9754,전남나주시,1,승용차화물차,0,0,0,33
2019-04-12,야간,금,1,7,1,2,0,경기,이천시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,127.3961,37.2735,경기이천시,1,승용차승용차,0,0,0,41
2019-04-13,주간,토,1,7,1,2,0,전북,완주군,차대차,측면충돌,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,127.1737,35.9371,전북완주군,1,승용차승용차,0,1,0,28
2019-04-13,주간,토,1,5,2,0,0,경남,합천군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,128.1214,35.6535,경남합천군,1,승용차화물차,0,1,0,133
2019-04-13,주간,토,1,6,2,0,1,경북,칠곡군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,128.5472,36.0233,경북칠곡군,1,승용차건설기계,0,1,0,21
2019-04-16,주간,화,2,8,2,1,0,경북,포항시,차대차,측면충돌,신호위반,교차로,교차로내,승용차,승용차,129.3719,36.029,경북포항시,1,승용차승용차,0,0,0,160
2019-04-18,주간,목,1,5,2,0,0,경남,밀양시,차대차,측면충돌,과속,교차로,교차로내,승용차,승용차,128.7693,35.3692,경남밀양시,1,승용차승용차,0,0,0,177
2019-04-19,주간,금,1,8,3,0,1,경북,경주시,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,129.1472,35.8189,경북경주시,1,승용차없음,0,0,0,100
2019-04-21,야간,일,1,11,1,4,0,서울,영등포구,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,126.9172,37.5184,서울영등포구,1,승합차없음,0,1,0,150
2019-04-22,주간,월,2,4,0,1,0,경남,밀양시,차대차,측면충돌,교차로 통행방법 위반,교차로,교차로내,화물차,승용차,128.7796,35.4074,경남밀양시,1,화물차승용차,0,0,0,177
2019-04-24,주간,수,1,11,1,4,0,인천,서구,차대차,측면충돌,기타,교차로,교차로내,승용차,승합차,126.6859,37.4954,인천서구,1,승용차승합차,0,0,0,97
2019-04-25,주간,목,1,5,2,0,0,인천,중구,차대차,정면충돌,신호위반,교차로,교차로내,승용차,화물차,126.6321,37.4653,인천중구,1,승용차화물차,0,0,0,72
2019-04-26,주간,금,1,7,0,3,0,전남,순천시,차대차,추돌,안전거리 미확보,단일로,기타단일로,화물차,화물차,127.5538,34.9248,전남순천시,1,화물차화물차,0,0,0,27
2019-04-26,야간,금,1,6,1,1,1,경기,성남시,차대차,추돌,안전거리 미확보,단일로,기타단일로,화물차,승용차,127.0914,37.4094,경기성남시,1,화물차승용차,0,0,0,95
2019-04-27,야간,토,1,7,3,0,0,충북,충주시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,127.7832,37.1016,충북충주시,1,승용차화물차,0,1,0,6
2019-04-28,야간,일,1,9,0,4,0,전남,진도군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,126.3216,34.4992,전남진도군,1,승용차승용차,0,1,0,71
2019-05-02,주간,목,1,9,3,1,0,강원,홍천군,차대차,측면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,127.594,37.6862,강원홍천군,1,승용차화물차,0,0,0,82
2019-05-04,주간,토,1,7,1,2,0,인천,서구,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,126.5893,37.5695,인천서구,1,승용차승용차,0,1,0,97
2019-05-05,야간,일,1,7,2,1,0,전남,영암군,차대차,기타,안전운전 의무 불이행,기타,기타,승용차,승용차,126.7234,34.7901,전남영암군,1,승용차승용차,0,1,0,16
2019-05-06,야간,월,3,7,2,0,0,전남,진도군,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,126.2785,34.4579,전남진도군,1,승용차승용차,0,1,0,71
2019-05-07,주간,화,1,7,1,2,0,서울,마포구,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,126.8959,37.5666,서울마포구,1,승용차승용차,0,0,0,159
2019-05-10,야간,금,1,11,2,3,0,경남,함양군,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,127.7642,35.5325,경남함양군,1,승용차화물차,0,0,0,108
2019-05-12,주간,일,1,7,0,3,0,경북,의성군,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,128.7256,36.4591,경북의성군,1,승용차승용차,0,1,0,105
2019-05-20,주간,월,1,5,2,0,0,부산,동구,차량단독,공작물충돌,안전운전 의무 불이행,단일로,고가도로위,승합차,없음,129.0543,35.1264,부산동구,1,승합차없음,0,0,0,209
2019-05-21,야간,화,1,7,3,0,0,경기,고양시,차대차,측면충돌,중앙선 침범,교차로,교차로부근,승용차,승용차,126.7769,37.6914,경기고양시,1,승용차승용차,0,0,0,40
2019-05-23,주간,목,1,7,2,1,0,충남,서산시,차대차,측면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,126.4096,36.7239,충남서산시,1,승용차승용차,0,0,0,69
2019-05-24,주간,금,1,9,2,2,0,전남,장흥군,차대차,측면충돌,과속,교차로,교차로내,승용차,승합차,127.0353,34.6419,전남장흥군,1,승용차승합차,0,0,0,56
2019-05-24,주간,금,1,5,2,0,0,경기,남양주시,차대차,측면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,127.331,37.6474,경기남양주시,1,승용차화물차,0,0,0,70
2019-05-25,야간,토,1,5,2,0,0,인천,미추홀구,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,126.6368,37.4439,인천미추홀구,1,승용차승용차,0,1,0,123
2019-05-26,주간,일,1,9,1,3,0,경북,경주시,차대차,측면충돌,중앙선 침범,단일로,기타단일로,이륜차,승용차,129.0585,35.6654,경북경주시,1,이륜차승용차,0,1,0,100
2019-05-27,주간,월,2,4,0,1,0,충북,충주시,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,건설기계,127.9634,36.8811,충북충주시,1,승용차건설기계,0,0,0,6
2019-05-28,야간,화,1,5,2,0,0,인천,연수구,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,126.6616,37.3955,인천연수구,1,승용차승용차,0,0,0,35
2019-05-28,주간,화,1,13,3,3,0,충북,보은군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,127.6516,36.4735,충북보은군,1,화물차승용차,0,0,0,32
2019-05-29,주간,수,1,7,1,2,0,경남,함안군,차대차,추돌,안전거리 미확보,단일로,터널안,화물차,화물차,128.5421,35.2888,경남함안군,1,화물차화물차,0,0,0,117
2019-05-30,야간,목,2,6,1,1,0,경기,이천시,차대사람,횡단중,과속,교차로,교차로부근,승합차,보행자,127.4366,37.2447,경기이천시,1,승합차보행자,0,0,0,41
2019-06-01,주간,토,1,7,3,0,0,충북,충주시,차대차,측면충돌,과속,단일로,기타단일로,승용차,승용차,127.7986,37.0428,충북충주시,1,승용차승용차,0,1,0,6
2019-06-01,주간,토,1,7,3,0,0,인천,강화군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,126.5032,37.7552,인천강화군,1,화물차승용차,0,1,0,92
2019-06-04,주간,화,3,5,1,0,0,충남,공주시,차대차,정면충돌,중앙선 침범,기타,기타,화물차,승용차,127.1212,36.4913,충남공주시,1,화물차승용차,0,0,0,19
2019-06-05,야간,수,2,6,2,0,0,경기,파주시,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승합차,126.789,37.8,경기파주시,1,승용차승합차,0,0,0,175
2019-06-07,야간,금,1,5,2,0,0,충북,제천시,차량단독,공작물충돌,과속,기타,기타,승용차,없음,128.2941,37.1822,충북제천시,1,승용차없음,0,0,0,103
2019-06-07,주간,금,1,9,4,0,0,전남,영암군,차량단독,공작물충돌,과속,단일로,기타단일로,승용차,없음,126.465,34.7669,전남영암군,1,승용차없음,0,0,0,16
2019-06-08,주간,토,1,7,0,3,0,경기,남양주시,차대차,측면충돌,과속,교차로,교차로내,승용차,승용차,127.2156,37.5865,경기남양주시,1,승용차승용차,0,1,0,70
2019-06-09,야간,일,1,5,2,0,0,울산,울주군,차대차,측면충돌,신호위반,교차로,교차로내,이륜차,이륜차,129.1029,35.5303,울산울주군,1,이륜차이륜차,0,1,0,17
2019-06-09,야간,일,1,5,2,0,0,충북,청주시,차대차,정면충돌,중앙선 침범,교차로,교차로내,승용차,승용차,127.4686,36.6204,충북청주시,1,승용차승용차,0,1,0,83
2019-06-09,주간,일,1,5,2,0,0,경기,평택시,차대차,정면충돌,중앙선 침범,교차로,교차로내,승용차,화물차,126.8626,36.9684,경기평택시,1,승용차화물차,0,1,0,14
2019-06-11,주간,화,2,4,0,1,0,충남,서산시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,126.5744,36.8113,충남서산시,1,승용차승용차,0,0,0,69
2019-06-11,주간,화,1,5,2,0,0,충남,공주시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,127.1281,36.3249,충남공주시,1,화물차화물차,0,0,0,19
2019-06-12,주간,수,1,7,0,3,0,전남,순천시,차대차,측면충돌,신호위반,교차로,교차로내,승용차,승용차,127.4966,34.9314,전남순천시,1,승용차승용차,0,0,0,27
2019-06-14,주간,금,2,8,2,1,0,충북,음성군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,특수차,127.4669,36.9662,충북음성군,1,승용차특수차,0,0,0,110
2019-06-17,야간,월,2,6,1,1,0,전남,광양시,차대차,측면충돌,신호위반,교차로,교차로내,승합차,승용차,127.7256,34.9515,전남광양시,1,승합차승용차,0,0,0,130
2019-06-20,주간,목,1,9,4,0,0,경남,밀양시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,128.7672,35.5267,경남밀양시,1,화물차화물차,0,0,0,177
2019-06-20,주간,목,1,5,2,0,0,경기,남양주시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,127.2257,37.7507,경기남양주시,1,승용차승용차,0,0,0,70
2019-06-23,주간,일,1,5,2,0,0,부산,북구,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,129.0218,35.2121,부산북구,1,승용차보행자,0,1,0,118
2019-06-29,야간,토,1,7,2,1,0,경남,거제시,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,128.5761,34.8888,경남거제시,1,승용차승용차,0,1,0,15
2019-07-07,주간,일,1,11,2,3,0,충북,청주시,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,127.4204,36.623,충북청주시,1,화물차화물차,0,1,0,83
2019-07-08,주간,월,2,4,1,0,0,충북,보은군,차량단독,기타,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,없음,127.8091,36.4395,충북보은군,1,승용차없음,0,0,0,32
2019-07-09,주간,화,3,5,1,0,0,전북,정읍시,차대차,측면충돌,신호위반,교차로,교차로내,특수차,화물차,127.0018,35.5991,전북정읍시,1,특수차화물차,0,0,0,12
2019-07-14,야간,일,1,7,0,3,0,대구,달성군,차대차,기타,중앙선 침범,단일로,기타단일로,승용차,승합차,128.4934,35.8138,대구달성군,1,승용차승합차,0,1,0,30
2019-07-14,야간,일,1,5,2,0,0,경남,거제시,차대차,기타,신호위반,교차로,교차로내,이륜차,승용차,128.6258,34.883,경남거제시,1,이륜차승용차,0,1,0,15
2019-07-15,야간,월,2,4,1,0,0,강원,삼척시,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,129.2006,37.1417,강원삼척시,1,화물차보행자,0,0,0,78
2019-07-16,주간,화,1,5,2,0,0,경북,군위군,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,128.5725,36.2667,경북군위군,1,승용차승용차,0,0,0,170
2019-07-17,야간,수,2,6,1,1,0,충남,공주시,차대차,추돌,안전운전 의무 불이행,기타,기타,화물차,화물차,127.1148,36.5997,충남공주시,1,화물차화물차,0,0,0,19
2019-07-17,주간,수,1,9,1,3,0,경기,평택시,차대차,추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,화물차,126.9658,37.0061,경기평택시,1,승용차화물차,0,0,0,14
2019-07-17,야간,수,1,7,2,1,0,충남,태안군,차대차,정면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,126.3246,36.5974,충남태안군,1,승용차승용차,0,0,0,169
2019-07-21,주간,일,1,5,2,0,0,광주,북구,차대사람,보도통행중,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,126.9136,35.1661,광주북구,1,승합차보행자,0,1,0,137
2019-07-23,야간,화,1,9,1,3,0,대구,북구,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,128.6018,35.9024,대구북구,1,승용차승용차,0,0,0,112
2019-07-26,주간,금,1,9,4,0,0,강원,삼척시,차대차,측면충돌,중앙선 침범,단일로,지하차도(도로)내,승용차,승용차,129.2301,37.1525,강원삼척시,1,승용차승용차,0,0,0,78
2019-07-26,야간,금,1,7,2,1,0,서울,서초구,차대차,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,127.0177,37.4948,서울서초구,1,승용차승용차,0,0,0,214
2019-07-28,주간,일,1,7,1,2,0,전북,부안군,차대차,추돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,126.7672,35.7307,전북부안군,1,승용차승용차,0,1,0,185
2019-07-29,주간,월,1,5,2,0,0,경남,창원시(통합),차대차,측면충돌,신호위반,교차로,교차로내,승용차,승용차,128.7922,35.1203,경남창원시(통합),1,승용차승용차,0,0,0,86
2019-07-30,주간,화,2,4,0,1,0,전남,해남군,차대차,측면충돌,과속,교차로,교차로내,화물차,승용차,126.642,34.4303,전남해남군,1,화물차승용차,0,0,0,119
2019-08-01,야간,목,2,5,1,0,1,충남,서산시,차대차,추돌,과속,단일로,기타단일로,승용차,화물차,126.414,36.9652,충남서산시,1,승용차화물차,0,0,0,69
2019-08-01,야간,목,1,5,2,0,0,충북,청주시,차대차,기타,신호위반,교차로,교차로내,원동기장치자전거,승용차,127.426,36.6271,충북청주시,1,원동기장치자전거승용차,0,0,0,83
2019-08-03,야간,토,2,4,1,0,0,강원,철원군,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로내,화물차,없음,127.3538,38.2495,강원철원군,1,화물차없음,0,1,0,184
2019-08-04,야간,일,1,7,2,1,0,부산,기장군,차대사람,횡단중,중앙선 침범,기타,기타,승용차,보행자,129.224,35.1994,부산기장군,1,승용차보행자,0,1,0,85
2019-08-05,주간,월,2,6,2,0,0,대구,동구,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,128.7246,35.96,대구동구,1,승용차승용차,0,0,0,26
2019-08-05,야간,월,1,6,1,1,1,경기,안산시,차대차,측면충돌,과속,교차로,교차로내,화물차,승용차,126.7643,37.327,경기안산시,1,화물차승용차,0,0,0,2
2019-08-05,야간,월,3,5,1,0,0,전남,순천시,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,127.5643,34.9301,전남순천시,1,승용차승용차,0,0,0,27
2019-08-07,야간,수,1,9,1,3,0,대구,수성구,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,128.6353,35.8721,대구수성구,1,승용차승용차,0,0,0,37
2019-08-07,주간,수,1,11,0,5,0,경남,창원시(통합),차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,128.6302,35.2781,경남창원시(통합),1,화물차화물차,0,0,0,86
2019-08-07,주간,수,1,7,1,2,0,전북,김제시,차대차,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,126.9165,35.8264,전북김제시,1,이륜차승용차,0,0,0,34
2019-08-09,야간,금,2,4,1,0,0,전북,전주시,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,승용차,127.0857,35.7958,전북전주시,1,화물차승용차,0,0,0,11
